ICS_ID,ORG_Entity,Annotated_Category
357cecd2-83f0-4af2-9482-4c4141897cf7,Zakład Recyklingu Statków-,
357cecd2-83f0-4af2-9482-4c4141897cf7,Zachodniopomorskie Noble,
357cecd2-83f0-4af2-9482-4c4141897cf7,Zakładzie Recyklingu Statków,
35a6dd77-bacb-4ebb-975b-a80207e5d680,FS-KRUS,
35a6dd77-bacb-4ebb-975b-a80207e5d680,FS-KRUS,
35d125d1-295d-4dfc-af8c-78f0a7d8b7a9,SFA,
35d7aab1-c688-44d7-8c8b-ef09e820dae7,SSW-bloki,
35d7aab1-c688-44d7-8c8b-ef09e820dae7,Specjalnych Stref Ekonomicznych,
35d7aab1-c688-44d7-8c8b-ef09e820dae7,Stref,
35d7aab1-c688-44d7-8c8b-ef09e820dae7,Pomorskiej Strefy Ekonomicznej,
35d7aab1-c688-44d7-8c8b-ef09e820dae7,Pomorską Strefą Ekonomiczną,
35f4cb73-6622-461e-832d-fab9102e1dfa,Pollenie SA,
35f4cb73-6622-461e-832d-fab9102e1dfa,Pollena SA,
35f4cb73-6622-461e-832d-fab9102e1dfa,Pollena Ewa SA,
35f4cb73-6622-461e-832d-fab9102e1dfa,FK Pollena,
35fe5f17-1732-4f44-a8f3-c091a0eb6c3d,KPU,
35fe5f17-1732-4f44-a8f3-c091a0eb6c3d,Leroy Merlin,
35fe5f17-1732-4f44-a8f3-c091a0eb6c3d,Obi,
35fe5f17-1732-4f44-a8f3-c091a0eb6c3d,Podstrefie Krosno SSE Euro,
36273f51-fb14-4fe7-ad6b-e707b4a814fe,Zespół WBiHZ,
36273f51-fb14-4fe7-ad6b-e707b4a814fe,Zespół WBiHZ,
36273f51-fb14-4fe7-ad6b-e707b4a814fe,VHLGenetics,
36273f51-fb14-4fe7-ad6b-e707b4a814fe,Animal Genetics Inc. Tallahassee,
36273f51-fb14-4fe7-ad6b-e707b4a814fe,Animal Genetics,
36273f51-fb14-4fe7-ad6b-e707b4a814fe,Zespół WBiHZ,
36349f20-c0cb-4970-8cd4-3b21d1542eca,FDPA,
36349f20-c0cb-4970-8cd4-3b21d1542eca,ODR-ów,
36349f20-c0cb-4970-8cd4-3b21d1542eca,FDPA,
36349f20-c0cb-4970-8cd4-3b21d1542eca,FDPA,
363c5d3d-65bd-421d-80f4-ab1bf2c57b92,„Arteon”,
363c5d3d-65bd-421d-80f4-ab1bf2c57b92,„Polish Market”,
3696b5c9-aa7a-406f-bd64-acff1edbf12d,Aamks,
3696b5c9-aa7a-406f-bd64-acff1edbf12d,TK-MAXX,
3696b5c9-aa7a-406f-bd64-acff1edbf12d,Bremer,
3696b5c9-aa7a-406f-bd64-acff1edbf12d,Mecalux,
3696b5c9-aa7a-406f-bd64-acff1edbf12d,Uniwersytecie Aalto,
36f0dc34-bda2-4a27-a3f0-090d32caea40,HRA,
36f0dc34-bda2-4a27-a3f0-090d32caea40,Medea,
36f0dc34-bda2-4a27-a3f0-090d32caea40,P. Guzika,
36f0dc34-bda2-4a27-a3f0-090d32caea40,P. Guzika,
36f0dc34-bda2-4a27-a3f0-090d32caea40,Medtronic Inc,
36f0dc34-bda2-4a27-a3f0-090d32caea40,Avraham Avital,
36f0dc34-bda2-4a27-a3f0-090d32caea40,Zev Brand,
36feef70-7908-49a0-8bd9-3f6485fc1a04,MatecK,
36feef70-7908-49a0-8bd9-3f6485fc1a04,mateck.com,
36feef70-7908-49a0-8bd9-3f6485fc1a04,Azelis,
36feef70-7908-49a0-8bd9-3f6485fc1a04,furuchi.co.jp),
36feef70-7908-49a0-8bd9-3f6485fc1a04,American Elements,
371640f6-3a9e-42d9-840b-f45910fbf6bd,EGOV,
371640f6-3a9e-42d9-840b-f45910fbf6bd,National Care Experience Programme,
371640f6-3a9e-42d9-840b-f45910fbf6bd,SSC,
371640f6-3a9e-42d9-840b-f45910fbf6bd,SSC,
371640f6-3a9e-42d9-840b-f45910fbf6bd,CAP4CITY,
371640f6-3a9e-42d9-840b-f45910fbf6bd,SSC,
371640f6-3a9e-42d9-840b-f45910fbf6bd,Massive Open Online Courses,
371640f6-3a9e-42d9-840b-f45910fbf6bd,MOOCs,
371640f6-3a9e-42d9-840b-f45910fbf6bd,Complexo de Ensino Superior Meridonal,
371640f6-3a9e-42d9-840b-f45910fbf6bd,Universidad Tecnica Federico Santa Maria,
371640f6-3a9e-42d9-840b-f45910fbf6bd,Universidad Catolica del Norte,
371640f6-3a9e-42d9-840b-f45910fbf6bd,Universidad Externado de Colombia,
371afb38-cbc8-44ae-9d58-dde93d08a5a6,Pogotowie Ratunkowe w Zaporożu,
371eec7b-17d4-4ae7-b345-c709b5751b3c,Alexander the Great,
371eec7b-17d4-4ae7-b345-c709b5751b3c,Academia Europea,
371eec7b-17d4-4ae7-b345-c709b5751b3c,The Academy of Europe - AE,
37260421-fb8d-4f6b-8742-06abc760435c,Krakowskiego Obszaru Funkcjonalnego A.,
37260421-fb8d-4f6b-8742-06abc760435c,Krakowskiego Obszaru Funkcjonalnego,
37260421-fb8d-4f6b-8742-06abc760435c,KOF,
37260421-fb8d-4f6b-8742-06abc760435c,Tatrzańskiego PN,
37260421-fb8d-4f6b-8742-06abc760435c,Babiogórskiego PN,
37260421-fb8d-4f6b-8742-06abc760435c,Babiogórskiego PN i Tatrzańskiego PN,
372e8e92-8424-48ef-a156-ff017e6252f4,Biuro Poszukiwań i Identyfikacji,
372e8e92-8424-48ef-a156-ff017e6252f4,CM UMK,
372f49d9-f24f-4f52-9c55-e263711966e3,Niemcy,
372f49d9-f24f-4f52-9c55-e263711966e3,Bibliographical Data,
372f49d9-f24f-4f52-9c55-e263711966e3,DARIAH,
372f49d9-f24f-4f52-9c55-e263711966e3,ERIC,
372f49d9-f24f-4f52-9c55-e263711966e3,Czeskiej Bibliografii Literackiej,
372f49d9-f24f-4f52-9c55-e263711966e3,CBL,
372f49d9-f24f-4f52-9c55-e263711966e3,CBL,
372f49d9-f24f-4f52-9c55-e263711966e3,CBL,
372f49d9-f24f-4f52-9c55-e263711966e3,CBL,
372f49d9-f24f-4f52-9c55-e263711966e3,Polskiej Bibliografii Literackiej,
372f49d9-f24f-4f52-9c55-e263711966e3,CBL,
3736099f-b155-4e2a-8601-fbf8c2663433,„Tygodnikowi Powszechnemu”,
3736099f-b155-4e2a-8601-fbf8c2663433,„Polityce”,
3779baff-81e4-4797-8173-65c8ee0e742a,Novilet,
3779baff-81e4-4797-8173-65c8ee0e742a,Novilet,
3779baff-81e4-4797-8173-65c8ee0e742a,Novilet,
3779baff-81e4-4797-8173-65c8ee0e742a,CNBM UAM Poznań,
37ecbb72-0420-4f81-bb49-dd0be42b75b0,„Solidarność”,
37ecbb72-0420-4f81-bb49-dd0be42b75b0,NSZZ “Solidarność”,
37f55ede-51da-405a-a4f3-34ea7badd1a6,Shell”,
37f55ede-51da-405a-a4f3-34ea7badd1a6,portalspozywczy.pl,
37f55ede-51da-405a-a4f3-34ea7badd1a6,Zespołu do spraw Suplementów Diety,
37f55ede-51da-405a-a4f3-34ea7badd1a6,UMB „,
37f55ede-51da-405a-a4f3-34ea7badd1a6,Zakład Produkcyjny Purella,
37f55ede-51da-405a-a4f3-34ea7badd1a6,Suwalskiej Specjalnej Strefie Ekonomicznej w Białymstoku,
380312ad-dd3c-4bfe-8a78-40c033a9d011,Ekopoz,
380312ad-dd3c-4bfe-8a78-40c033a9d011,Ekos Poznań,
380312ad-dd3c-4bfe-8a78-40c033a9d011,Projekty Dla Środowiska,
380312ad-dd3c-4bfe-8a78-40c033a9d011,PW Galkor,
380312ad-dd3c-4bfe-8a78-40c033a9d011,PW Galkor,
380312ad-dd3c-4bfe-8a78-40c033a9d011,WASTE KLASTER,
381499ec-2752-41e0-b4da-30e56648718a,Europen Spalation Source,
381499ec-2752-41e0-b4da-30e56648718a,KRIOSYSTEM,
382b7415-17d0-4676-923c-7d3b921d4b08,Centrum Telemonitroingu w Kardio-Med Silesia,
384d2176-1f41-422a-856b-e24605babf07,Mennicą Polską,
384d2176-1f41-422a-856b-e24605babf07,Centralnym Bankiem Irlandii,
384d2176-1f41-422a-856b-e24605babf07,CFA,
384d2176-1f41-422a-856b-e24605babf07,Mennicą Polską,
384d2176-1f41-422a-856b-e24605babf07,Mennica Polska,
384d2176-1f41-422a-856b-e24605babf07,Centrum Pieniądza NBP,
3858d7d0-207d-4099-96f3-7316f0dab1a5,TecraCoin,
3858d7d0-207d-4099-96f3-7316f0dab1a5,TecraCoin,
3858d7d0-207d-4099-96f3-7316f0dab1a5,Telegram,
3858d7d0-207d-4099-96f3-7316f0dab1a5,GLP,
3858d7d0-207d-4099-96f3-7316f0dab1a5,GLP,
3858d7d0-207d-4099-96f3-7316f0dab1a5,Shanghai Supercarbon Graphene,
3858d7d0-207d-4099-96f3-7316f0dab1a5,Ltd.,
3858d7d0-207d-4099-96f3-7316f0dab1a5,SARS-CoV-2,
3858d7d0-207d-4099-96f3-7316f0dab1a5,WHITECARBON,
3858d7d0-207d-4099-96f3-7316f0dab1a5,Balton,
385a7b46-56ce-4d28-ac95-3b02a42739c0,Prokuraturą,
38611ff6-a144-45a0-a63a-ee088ce454ae,Ministrze Klimatu i Środowiska,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,CIMA,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,Polska Klasyfikacja Działalności,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,PKD,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,PKD,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,CIMA,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,SONTE Poland,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,RDC,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,Stelar,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,DW4,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,Stelar,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,Departamentu Informacji i Promocji,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,Stelar,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,Stelar,
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,Stelar,
387c8cd6-c387-4120-ad57-473e73a14fe2,Warna,
387c8cd6-c387-4120-ad57-473e73a14fe2,Grupie Roboczej CEPOL,
3886a6d0-d6db-4c44-8ebd-85c4e11955e7,SERS,
3886a6d0-d6db-4c44-8ebd-85c4e11955e7,RECENDT GmbH,
3886a6d0-d6db-4c44-8ebd-85c4e11955e7,SERSitive,
3886a6d0-d6db-4c44-8ebd-85c4e11955e7,Amerigo Scientific,
3886a6d0-d6db-4c44-8ebd-85c4e11955e7,SERS,
3886a6d0-d6db-4c44-8ebd-85c4e11955e7,SERS,
38abd299-3a9d-4f7b-bbc6-09b4d2b3e473,Portu Elbląg,
38abd299-3a9d-4f7b-bbc6-09b4d2b3e473,Unity Line Ltd.,
38c3cf65-3e99-4c32-b62c-a0fb1752a826,Organkiem,
38c3cf65-3e99-4c32-b62c-a0fb1752a826,Mocne Granie,
38cd8072-0e90-4c09-82de-d3b08c87e130,PTChO,
38cd8072-0e90-4c09-82de-d3b08c87e130,PTChO,
38dbfefc-5ee5-452a-85cc-c245e27a47b9,EMA/FDA,
38dfb638-9e29-4e68-ac46-f6e44d1cb6b9,UTH Rad,
38dfb638-9e29-4e68-ac46-f6e44d1cb6b9,Toyota Marki,
38dfb638-9e29-4e68-ac46-f6e44d1cb6b9,Toyota Żerań,
38dfb638-9e29-4e68-ac46-f6e44d1cb6b9,Lexus Żerań,
38dfb638-9e29-4e68-ac46-f6e44d1cb6b9,Toyota Poznań Centrum,
38dfb638-9e29-4e68-ac46-f6e44d1cb6b9,Toyota Professional Bemowo,
3943babd-f1a5-40c7-bd03-a2c23b046bf6,Zachęty Lubuskiej,
3943babd-f1a5-40c7-bd03-a2c23b046bf6,ISW–,
3943babd-f1a5-40c7-bd03-a2c23b046bf6,MZL,
394ae5f8-95f2-4206-9e14-c616d1be334b,Arcelor Mittal,
394ae5f8-95f2-4206-9e14-c616d1be334b,SPJP,
394ae5f8-95f2-4206-9e14-c616d1be334b,FAPPS,
394ae5f8-95f2-4206-9e14-c616d1be334b,ArcelorMittal PL,
394ae5f8-95f2-4206-9e14-c616d1be334b,ArcelorMittaL-Oddział Polska,
394ae5f8-95f2-4206-9e14-c616d1be334b,ArcelorMittal Oddział Dabrowa Górnicza,
3955d193-6384-4d7c-a41e-1cea13ff3a27,EEZ,
3955d193-6384-4d7c-a41e-1cea13ff3a27,Międzyresortowego Zespołu ds.,
3955d193-6384-4d7c-a41e-1cea13ff3a27,MARE,
3955d193-6384-4d7c-a41e-1cea13ff3a27,ARD,
3955d193-6384-4d7c-a41e-1cea13ff3a27,Deutche Welle,
397b9ff1-c07f-4255-b7cf-0dfb3361d03f,KeyGeothermal,
397b9ff1-c07f-4255-b7cf-0dfb3361d03f,Geo4Food,
397b9ff1-c07f-4255-b7cf-0dfb3361d03f,User4GeoEnergy,
397b9ff1-c07f-4255-b7cf-0dfb3361d03f,EnerGizerS,
397b9ff1-c07f-4255-b7cf-0dfb3361d03f,Hasco,
397b9ff1-c07f-4255-b7cf-0dfb3361d03f,Lek,
397b9ff1-c07f-4255-b7cf-0dfb3361d03f,Geotermia Mszczonów,
398d0f6d-e720-4f1a-8f48-c046d06f5307,Irit Yakhnes,
398d0f6d-e720-4f1a-8f48-c046d06f5307,Programu Centrum Rzeźby Polskiej,
398d0f6d-e720-4f1a-8f48-c046d06f5307,CRP,
398d0f6d-e720-4f1a-8f48-c046d06f5307,PRONAR,
398d0f6d-e720-4f1a-8f48-c046d06f5307,Hamech,
398d0f6d-e720-4f1a-8f48-c046d06f5307,PRONAR,
399d89e6-7ded-44f7-9018-9fa054e0580f,Europe,
399d89e6-7ded-44f7-9018-9fa054e0580f,ERIAC,
399d89e6-7ded-44f7-9018-9fa054e0580f,Uniwersytecie w Limerick,
399d89e6-7ded-44f7-9018-9fa054e0580f,Ralahine Centre for Utopian Studies,
399d89e6-7ded-44f7-9018-9fa054e0580f,Twitterze,
399d89e6-7ded-44f7-9018-9fa054e0580f,Waterstones,
399d89e6-7ded-44f7-9018-9fa054e0580f,Blackwells,
399d89e6-7ded-44f7-9018-9fa054e0580f,Foyles,
399d89e6-7ded-44f7-9018-9fa054e0580f,Fnac,
399d89e6-7ded-44f7-9018-9fa054e0580f,Telegraph,
39ba36c8-49b1-4c90-8110-ba39496ac832,WDF,
39ba36c8-49b1-4c90-8110-ba39496ac832,WDF,
39ba36c8-49b1-4c90-8110-ba39496ac832,WDF,
39ba36c8-49b1-4c90-8110-ba39496ac832,WDF,
39ba36c8-49b1-4c90-8110-ba39496ac832,WDF,
39ba36c8-49b1-4c90-8110-ba39496ac832,National Center „Minor Academy of Sciences of Ukraine”,
39c3aece-976f-4c5f-bf3c-33a3db38b47b,Ośrodku,
39c3aece-976f-4c5f-bf3c-33a3db38b47b,Ośrodki,
39c3aece-976f-4c5f-bf3c-33a3db38b47b,Onkologicznej Poradni Genetycznej w Szczecinie,
3a2ca19c-bc21-453b-bace-cac3629c9848,GITEX,
3a323c6a-9c97-4c94-9bbd-81d32b1357f3,OBSiL,
3a323c6a-9c97-4c94-9bbd-81d32b1357f3,Okręgowych Izb Radców Prawnych,
3a39a742-31c3-4cbb-9488-c1c80b88b4d2,Artur Küpper & GmbH Co,
3a39a742-31c3-4cbb-9488-c1c80b88b4d2,Leon,
3a39a742-31c3-4cbb-9488-c1c80b88b4d2,Centrum Geokompetencji we Freibergu,
3a39a742-31c3-4cbb-9488-c1c80b88b4d2,KGHM Polska Miedź S.,
3a39a742-31c3-4cbb-9488-c1c80b88b4d2,Wałbrzyskiego Zagłębia Węglowego,
3a47dd90-c0c0-4232-9461-da8664551ce7,III Rzeszę,
3a65b008-cdc9-4fc7-b328-9be68923e40a,CEAP,
3a65b008-cdc9-4fc7-b328-9be68923e40a,CEAP,
3a65b008-cdc9-4fc7-b328-9be68923e40a,CEAP,
3a65b008-cdc9-4fc7-b328-9be68923e40a,CICERONE,
3a65b008-cdc9-4fc7-b328-9be68923e40a,CINDERELA,
3a65b008-cdc9-4fc7-b328-9be68923e40a,CARE4WASTE,
3a6a0f45-cbd2-47d3-a6f8-2f597f0aa278,Polonii Norweskiej,
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,KSBM,
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,KSBM,
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,KSWIM,
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,KSWIM,
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,EDA,
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,HELCOM AIS,
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,Baltic Marine Environment Protection Commission,
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,Helsinki Commission,
3afdc817-273b-40b7-8292-f2751d64f6b3,DMOs,
3afdc817-273b-40b7-8292-f2751d64f6b3,DMOs,
3afdc817-273b-40b7-8292-f2751d64f6b3,AIEST,
3afdc817-273b-40b7-8292-f2751d64f6b3,EUROCHRIE Conference,
3afdc817-273b-40b7-8292-f2751d64f6b3,Szwajcarskie Biuro SCIEX,
3afdc817-273b-40b7-8292-f2751d64f6b3,Sciex Fellow Conference,
3afdc817-273b-40b7-8292-f2751d64f6b3,DMOs,
3afdc817-273b-40b7-8292-f2751d64f6b3,SGDM,
3b1fe4c5-92e7-4a34-9522-89c60826ccf3,NNPJ,
3b6f82c8-9a02-411b-9ec9-1b54e97fefb9,GOK,
3b6f82c8-9a02-411b-9ec9-1b54e97fefb9,KIGO,
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,RENEX,
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,PIAST,
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,Hertz Systems,
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,GMV Poland,
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,GAMOV,
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,ARCUS,
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,Spacive,
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,Astri Polska,
3c495f4a-05e9-4bc2-8f88-a67d0eda48b1,NaTemat.pl,
3c72289b-772d-4a91-8d21-c1b7feb01ad7,Zakłady Doskonalenia Zawodowego,
3c72289b-772d-4a91-8d21-c1b7feb01ad7,SYNTRA Vlaanderen,
3c79e25b-f72a-49d1-8c29-e3314fea1b3f,TICASS,
3c79e25b-f72a-49d1-8c29-e3314fea1b3f,Intercultural Education Strategies,
3c79e25b-f72a-49d1-8c29-e3314fea1b3f,Intercultural Education Strategies,
3c79e25b-f72a-49d1-8c29-e3314fea1b3f,TICASS,
3c79e25b-f72a-49d1-8c29-e3314fea1b3f,Urban Communication,
3c951f5c-4319-4ae7-87ae-8ec5d70c2b1c,PAU,
3c951f5c-4319-4ae7-87ae-8ec5d70c2b1c,Siecią Badawczą Łukasiewicz,
3c951f5c-4319-4ae7-87ae-8ec5d70c2b1c,Caen,
3c951f5c-4319-4ae7-87ae-8ec5d70c2b1c,Helioenergia,
3c951f5c-4319-4ae7-87ae-8ec5d70c2b1c,WIMiC AGH,
3c951f5c-4319-4ae7-87ae-8ec5d70c2b1c,TEGEOS,
3c951f5c-4319-4ae7-87ae-8ec5d70c2b1c,Zentrum Berlin für Materialien und Energie,
3cc6e533-44fb-4c06-939d-abcc1e12fd87,MOPSy,
3cc6e533-44fb-4c06-939d-abcc1e12fd87,VB Clinic,
3cc6e533-44fb-4c06-939d-abcc1e12fd87,Centrum RIDage,
3d15214e-db4f-4ca2-a5ce-95654b13f2c4,Ośrodek Brama Grodzka,
3d15214e-db4f-4ca2-a5ce-95654b13f2c4,Litzmannstadt Getto,
3d15214e-db4f-4ca2-a5ce-95654b13f2c4,Arbeitsstelle Holocaustliteratur,
3d490fe7-1e9a-4200-8f48-3d59edcaa0bf,Getyngi,
3d490fe7-1e9a-4200-8f48-3d59edcaa0bf,TPN I Seminarium Toruńsko-Getyńskie,
3d490fe7-1e9a-4200-8f48-3d59edcaa0bf,Deutsch-Polnische Gesellschaft,
3d490fe7-1e9a-4200-8f48-3d59edcaa0bf,DPG,
3d490fe7-1e9a-4200-8f48-3d59edcaa0bf,"""Göttinger Tageblatt""",
3d490fe7-1e9a-4200-8f48-3d59edcaa0bf,TNP,
3d490fe7-1e9a-4200-8f48-3d59edcaa0bf,Badaczki,
3d60327f-5b39-4f28-a26f-746c179760db,Kyoto,
3d60327f-5b39-4f28-a26f-746c179760db,Science China,
3d60327f-5b39-4f28-a26f-746c179760db,Mumbay,
3d60327f-5b39-4f28-a26f-746c179760db,UR Kraków,
3d60327f-5b39-4f28-a26f-746c179760db,UR Kraków,
3d8328ef-91cd-4ab2-97ab-67de3dd56773,Leiber GmbH,
3da55da9-dd74-483e-88e6-9f79fc215e05,Prof,
3da55da9-dd74-483e-88e6-9f79fc215e05,"Onkologii, Hematologii i Transplantologii Pediatrycznej",
3da55da9-dd74-483e-88e6-9f79fc215e05,PROTE Sp.,
3e33cfba-5d54-4c8b-b4d3-c08c77335d48,INoKiR,
3ea24c74-7a13-4ed8-a8b0-e5a3096a2995,PIETE,
3ea24c74-7a13-4ed8-a8b0-e5a3096a2995,CLIL,
3ea24c74-7a13-4ed8-a8b0-e5a3096a2995,CLIL,
3ec81abf-c4cd-42b9-8c26-9a14174d3ee2,Komitetu Technicznego nr 329 ds. Konstrukcji i Materiałów z Kompozytów Polimerowych,
3ec81abf-c4cd-42b9-8c26-9a14174d3ee2,KT PKN nr 329,
3ec81abf-c4cd-42b9-8c26-9a14174d3ee2,KT PKN,
3f336ae5-404a-4314-b824-30663f9d7b4d,DBB1,
3f336ae5-404a-4314-b824-30663f9d7b4d,DBB4,
3f336ae5-404a-4314-b824-30663f9d7b4d,Montessori Europe,
3f336ae5-404a-4314-b824-30663f9d7b4d,MERGe,
3f336ae5-404a-4314-b824-30663f9d7b4d,MERGe,
3f815e8d-4630-47ab-8ce7-f24dfa1a7724,Relpol Polon,
3f815e8d-4630-47ab-8ce7-f24dfa1a7724,SMP-Studio,
3f815e8d-4630-47ab-8ce7-f24dfa1a7724,SMP-Studio,
3f815e8d-4630-47ab-8ce7-f24dfa1a7724,Relpol Polon,
3f815e8d-4630-47ab-8ce7-f24dfa1a7724,SMP-Studio,
3f815e8d-4630-47ab-8ce7-f24dfa1a7724,Relpol Polon,
3f815e8d-4630-47ab-8ce7-f24dfa1a7724,SMP-Studio,
3f815e8d-4630-47ab-8ce7-f24dfa1a7724,Uniwersytecie Zielonogórskim,
3f815e8d-4630-47ab-8ce7-f24dfa1a7724,De Gruyter Poland,
3f815e8d-4630-47ab-8ce7-f24dfa1a7724,AMCS,
3f815e8d-4630-47ab-8ce7-f24dfa1a7724,Uniwersytecie Zielonogórskim,
3f850c70-2025-43f0-9203-10883c32e8b8,Europu,
3f850c70-2025-43f0-9203-10883c32e8b8,KHV,
3f850c70-2025-43f0-9203-10883c32e8b8,OIE,
3f850c70-2025-43f0-9203-10883c32e8b8,OIE,
3f89abba-ed4e-4acb-81ce-2cb827ddf732,OKM,
3f89abba-ed4e-4acb-81ce-2cb827ddf732,OKM,
3faaf119-6ffe-4089-9c84-3a172079b146,PTTK,
4000a2af-26fe-4ef5-8970-6d0198798af0,Polska Północna,
4000a2af-26fe-4ef5-8970-6d0198798af0,Polska Południowa,
4030fbbb-4e63-408f-9357-7118d1bf072b,Art Celebration,
404eb29b-596c-46f9-9f47-48c9c0aa2351,Chitone,
404eb29b-596c-46f9-9f47-48c9c0aa2351,Chitone,
40809025-43c7-4264-bc61-4efea701b65d,Celje,
40809025-43c7-4264-bc61-4efea701b65d,UZ01,
40809025-43c7-4264-bc61-4efea701b65d,MakeLearn & TIIM,
40809025-43c7-4264-bc61-4efea701b65d,MBA,
408a8e61-bdb0-47d3-8609-48d265db745f,Siły Zbrojne,
41155b40-7c53-49da-8f0f-5c3e7a6efb37,CreoDIAS,
41155b40-7c53-49da-8f0f-5c3e7a6efb37,United States Naval Academy,
41368b4e-7be0-4d37-8667-9d1ee95b5586,Polsenior,
41368b4e-7be0-4d37-8667-9d1ee95b5586,Polsenior,
41368b4e-7be0-4d37-8667-9d1ee95b5586,Polsenior2,
41368b4e-7be0-4d37-8667-9d1ee95b5586,Polsenior2,
41368b4e-7be0-4d37-8667-9d1ee95b5586,PolSenior,
4149fe89-cf44-4bb6-8de3-8dcf4cc7c499,Uniwersytecie Śląskim w Katowicach,
4149fe89-cf44-4bb6-8de3-8dcf4cc7c499,Uniwersytecie w Poczdamie,
4149fe89-cf44-4bb6-8de3-8dcf4cc7c499,OEES,
416e027a-6f05-4cc3-a66e-f0d5907afc78,CAF,
419cc077-524a-4ce0-8fd1-17f5079b6a96,Służby Graniczne,
419cc077-524a-4ce0-8fd1-17f5079b6a96,Moldova and Ukraine,
419cc077-524a-4ce0-8fd1-17f5079b6a96,EBAUM,
419cc077-524a-4ce0-8fd1-17f5079b6a96,Prokuratury Rejonowej w Kluczborku,
419cc077-524a-4ce0-8fd1-17f5079b6a96,Zespołu ds. Sfałszowanych Leków WUM,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,2 Usarya Polska,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Danią,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Kongskilde Maskinfabrik,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Sorø,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Uniwer,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Oy Kongskilde Juko Ltd.,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Mynämäki,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,CNH Ind. Canada Ltd.,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Univer. of Saskatchewan,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Ameryce PN.,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Agromek,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,SIMA,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Agritechnica,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,John Deere,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Claas,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Amazone,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Kuhn,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Kverneland,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Lemken,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Niemeyer,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Famarol,
42069e25-6dea-4e48-8e6f-badb6ee3bfb1,Słupsk,
42601d33-e841-48a0-9dc1-f94b407880c0,AISOK,
42b9e4ae-5706-4f97-8115-06d002f7c3f9,New York 2020,
42b9e4ae-5706-4f97-8115-06d002f7c3f9,Bioanalytics and Toxicology,
42c24087-f685-4558-8db4-f254d8dc5d8c,ZTS Marmat,
42c2b16d-cf24-465e-af50-d3a73baa9f73,Learning Studio,
42c2b16d-cf24-465e-af50-d3a73baa9f73,NEPL,
42c50e52-62e2-40e4-9cfc-f377ee064362,JOW,
42c50e52-62e2-40e4-9cfc-f377ee064362,JOW,
42c50e52-62e2-40e4-9cfc-f377ee064362,Departamentu Dostępności PFRON,
42c50e52-62e2-40e4-9cfc-f377ee064362,Polskiego Związku Głuchych,
42c50e52-62e2-40e4-9cfc-f377ee064362,Telewizją Polską oddz.,
