Entity_ID,ORG_Entity,Matched_Category,Annotated_Category
1102,Archiwum Dormana,Other / Unclear,
1103,eCDC,Other / Unclear,
1104,Sage,Other / Unclear,
1105,CKiS,Other / Unclear,
1106,Drukarni im. Adama Półtawskiego,Other / Unclear,
1107,Altrad,Other / Unclear,
1109,CNBM,Other / Unclear,
1112,PMOD Technologies LLC,Other / Unclear,
1113,NCEP,Other / Unclear,
1116,IEn,Other / Unclear,
1117,PZSN,Other / Unclear,
1118,EC1,Other / Unclear,
1119,DR2,Other / Unclear,
1120,NFZ,Other / Unclear,
1121,APAC Editorial Fund,Other / Unclear,
1122,Cilium Engineering,Other / Unclear,
1123,Żywieckiej Wytwórni Piwa,Other / Unclear,
1125,PetroSter,Other / Unclear,
1127,OPERAS AISBL,Other / Unclear,
1128,Dun & Bradstreet,Other / Unclear,
1130,Kinderkraft,Other / Unclear,
1132,ENINA,Other / Unclear,
1136,PGG-Marcel,Other / Unclear,
1137,WoS-u,Other / Unclear,
1138,WM PB,Other / Unclear,
1139,Polskiego Centrum Akredytacji,Other / Unclear,
1140,Ekai,Other / Unclear,
1141,TBS ZGM Częstochowa,Other / Unclear,
1145,Petrobaltic,Other / Unclear,
1146,W3A.PL,Other / Unclear,
1147,NFOŚiGW,Other / Unclear,
1148,Windmühle,Other / Unclear,
1149,Schmuckmuseum Pforzheim,Other / Unclear,
1150,FAOSTAT,Other / Unclear,
1151,Sił Zbrojnych,Other / Unclear,
1152,RSI,Other / Unclear,
1153,Skarbu Państwa,Other / Unclear,
1154,EuropeActive,Other / Unclear,
1155,AKK,Other / Unclear,
1157,BWA Katowice,Other / Unclear,
1158,POLIN,Other / Unclear,
1159,WCZK,Other / Unclear,
1160,PTM,Other / Unclear,
1161,PZPC,Other / Unclear,
1165,ASP,Other / Unclear,
1166,FORTHEM,Other / Unclear,
1167,Zespół Behawioralnych Uwarunkowań Żywienia,Other / Unclear,
1169,Biuro Rzecznika Praw Dziecka,Other / Unclear,
1170,CPC IEn,Other / Unclear,
1171,MOS,Other / Unclear,
1175,SSW Pragmatic Solution,Other / Unclear,
1179,NLF,Other / Unclear,
1181,Polska Agencja Rozwoju Przedsiębiorczości,Other / Unclear,
1182,Zakład,Other / Unclear,
1191,Nowoczesna Elektronika,Other / Unclear,
1192,WHiDK,Other / Unclear,
1194,Alsitech,Other / Unclear,
1196,ADB,Other / Unclear,
1197,BHH Mikromed,Other / Unclear,
1199,BoM,Other / Unclear,
1200,SPG,Other / Unclear,
1201,Harrassovitz Verlag,Other / Unclear,
1204,B+R RES,Other / Unclear,
1207,CASE,Other / Unclear,
1209,Polish Aid,Other / Unclear,
1210,CEN,Other / Unclear,
1211,Banki,Other / Unclear,
1212,UCK,Other / Unclear,
1213,SciTech Daily,Other / Unclear,
1215,IBB,Other / Unclear,
1216,BgPN,Other / Unclear,
1218,Palgrave,Other / Unclear,
1221,HBM4EU,Other / Unclear,
1222,KFA,Other / Unclear,
1223,Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych,Other / Unclear,
1224,WSPol,Other / Unclear,
1226,BREMBO,Other / Unclear,
1227,Mishpacha,Other / Unclear,
1229,BACTrem,Other / Unclear,
1232,Centrum Radonowego,Other / Unclear,
1233,BIOTOP AG,Other / Unclear,
1235,HIPRA,Other / Unclear,
1236,FROT,Other / Unclear,
1237,The İstanbul Artist Residency,Other / Unclear,
1238,AIK,Other / Unclear,
1241,TAURON,Other / Unclear,
1243,MON,Other / Unclear,
1244,ZBA,Other / Unclear,
1245,Paese,Other / Unclear,
1248,Społecznego Komitetu Ochrony Zabytków Krakowa,Other / Unclear,
1250,Związek Górnośląski,Other / Unclear,
1253,Gaude Mater,Other / Unclear,
1255,Zakładzie Rachunkowości Gospodarstw Rolnych,Other / Unclear,
1256,Azoty Tarnów,Other / Unclear,
1257,PWSZ,Other / Unclear,
1258,TechTransBalt,Other / Unclear,
1260,Erasmus,Other / Unclear,
1262,IZ PIB,Other / Unclear,
1265,Global Biodiversity Information Facility,Other / Unclear,
1267,UTH,Other / Unclear,
1269,PPWB,Other / Unclear,
1270,Łódzkiej Specjalnej Strefy Ekonomicznej,Other / Unclear,
1271,Ventos-Farma,Other / Unclear,
1272,JPI Oceans,Other / Unclear,
1273,BDL,Other / Unclear,
1274,Forskning.no,Other / Unclear,
1280,OBM UW,Other / Unclear,
1281,Zespołem,Other / Unclear,
1282,OPMO,Other / Unclear,
1283,ZHW,Other / Unclear,
1286,PolarTaskForce,Other / Unclear,
1288,Centrum Dialogu im. Marka Edelmana,Other / Unclear,
1289,ESO,Other / Unclear,
1290,ZAP Rachunkowość,Other / Unclear,
1291,MGP Cosmetics,Other / Unclear,
1292,ZHP,Other / Unclear,
1293,MACVIA,Other / Unclear,
1295,IEC,Other / Unclear,
1296,PALOS SPORTS,Other / Unclear,
1297,IF UMK,Other / Unclear,
1298,CDiS SZ,Other / Unclear,
1299,Shim-pol,Other / Unclear,
1300,KPSW,Other / Unclear,
1303,ICAO,Other / Unclear,
1304,WSH,Other / Unclear,
1305,OAUJ,Other / Unclear,
1307,United State Patent and Trade Office,Other / Unclear,
1308,MŚP,Other / Unclear,
1309,IChTJ,Other / Unclear,
1312,Ośrodków Terapii Uzależnień,Other / Unclear,
1314,PCG Academia,Other / Unclear,
1315,Wyroby Betonowe R. Szczepański,Other / Unclear,
1317,Ogólnopolskiego Porozumienia Lokalnych Organizacji,Other / Unclear,
1319,AGP,Other / Unclear,
1320,Roche,Other / Unclear,
1326,GOPZiPU,Other / Unclear,
1327,WADA,Other / Unclear,
1328,Polską Służbę Więzienną,Other / Unclear,
1329,PolLASA,Other / Unclear,
1331,Photon Entertainment,Other / Unclear,
1332,ATH,Other / Unclear,
1333,UTW,Other / Unclear,
1334,Wodnego Ochotniczego Pogotowia Ratunkowego,Other / Unclear,
1335,MiIZ,Other / Unclear,
1338,IKEA,Other / Unclear,
1339,ISP,Other / Unclear,
1343,FAO,Other / Unclear,
1344,SJPiK,Other / Unclear,
1345,Forte Sweden,Other / Unclear,
1346,CIONET,Other / Unclear,
1347,EUIPO,Other / Unclear,
1350,WH AGH,Other / Unclear,
1352,Hnoss,Other / Unclear,
1353,Służbą Ostrzeżeń Nawigacyjnych BHMW,Other / Unclear,
1354,IWP,Other / Unclear,
1355,IBBiOŚ,Other / Unclear,
1356,WZ UW,Other / Unclear,
1357,Platformie Ekspertów PW,Other / Unclear,
1359,London Philharmonic Orchestra,Other / Unclear,
1361,ŻChZZ,Other / Unclear,
1362,HANBUD,Other / Unclear,
1363,Delegatury NIK,Other / Unclear,
1365,EOG,Other / Unclear,
1366,The New York Times,Other / Unclear,
1367,Vitkovice Milmet SA,Other / Unclear,
1368,Erg-Pet,Other / Unclear,
1371,Stiftung Bayerische Gedenkstätte,Other / Unclear,
1372,ORKWIZ,Other / Unclear,
1374,Centrum Diagnostyki PKP PLK,Other / Unclear,
1375,MELA,Other / Unclear,
1376,WILiT,Other / Unclear,
1377,Uniwersyteckie Studio Filmowe,Other / Unclear,
1378,POZ,Other / Unclear,
1379,ODN,Other / Unclear,
1381,BBMRI-ERIC,Other / Unclear,
1382,RWE Supply & Trading GmbH,Other / Unclear,
1383,IEiF,Other / Unclear,
1384,Rosmmann,Other / Unclear,
1388,PMAB,Other / Unclear,
1390,NFM,Other / Unclear,
1391,Biblioteca Jagellonica,Other / Unclear,
1392,Związku Transgranicznego Euroregion Roztocze,Other / Unclear,
1393,Centrum Koordynacji Projektów Środowiskowych,Other / Unclear,
1396,Zakład Dynamiki Układu Słonecznego i Planetologii,Other / Unclear,
1402,OSM Krasnystaw,Other / Unclear,
1404,UJCM,Other / Unclear,
1405,Bank Plemników Żubra,Other / Unclear,
1406,Wydawnictwie Scholar,Other / Unclear,
1407,Uniwersytecie Jagiellońskim,Other / Unclear,
1408,Wspólnota Sumienia,Other / Unclear,
1409,Warsaw City Lab,Other / Unclear,
1412,MFiPR,Other / Unclear,
1413,IPCZD,Other / Unclear,
1416,IWM,Other / Unclear,
1417,Quriers,Other / Unclear,
1418,Centralny Ośrodek Badania Odmian Roślin Uprawnych,Other / Unclear,
1419,SEPR,Other / Unclear,
1420,Bilingualism Matters,Other / Unclear,
1423,ICES,Other / Unclear,
1425,ITI Hellas,Other / Unclear,
1427,TPC DM,Other / Unclear,
1428,Kiwa Nederland B.V.,Other / Unclear,
1429,ZM „Jasiołka,Other / Unclear,
1431,GOZ,Other / Unclear,
1432,PES,Other / Unclear,
1433,MREdu,Other / Unclear,
1434,Centralną Agencję Wywiadowczą Stanów Zjednoczonych,Other / Unclear,
1435,Segula,Other / Unclear,
1436,TCN,Other / Unclear,
1437,BWW,Other / Unclear,
1439,RESQL,Other / Unclear,
1440,ESC,Other / Unclear,
1441,Foundation Carrefour,Other / Unclear,
1442,Hisense,Other / Unclear,
1444,NEXTEER,Other / Unclear,
1445,EASPD,Other / Unclear,
1446,Giełdy Papierów Wartościowych,Other / Unclear,
1447,TWCI,Other / Unclear,
1448,Fitech,Other / Unclear,
1449,VIGO System SA,Other / Unclear,
1454,PISF,Other / Unclear,
1455,Organization of World Heritage Cities,Other / Unclear,
1457,MDJO,Other / Unclear,
1459,SCIEX,Other / Unclear,
1462,EMWorks,Other / Unclear,
1463,WSB Wrocław,Other / Unclear,
1464,Nowa Era,Other / Unclear,
1465,Uniwersytecie Humanistycznospołecznym SWPS,Other / Unclear,
1469,Zespół Parkowo-Pałacowy,Other / Unclear,
1471,KZGW,Other / Unclear,
1472,Memorial de la Shoah,Other / Unclear,
1473,Centrum Integracji Cudzoziemców,Other / Unclear,
1475,FK Pollena Ewa SA,Other / Unclear,
1476,FASD,Other / Unclear,
1477,Klaster Agroport,Other / Unclear,
1478,LTTA,Other / Unclear,
1481,INSTAL,Other / Unclear,
1483,AKLAUD,Other / Unclear,
1484,CHMC,Other / Unclear,
1485,ASzWoj,Other / Unclear,
1486,NCPP,Other / Unclear,
1487,MinervaEDU,Other / Unclear,
1488,EcoPlant,Other / Unclear,
1489,DigitalAccessibility,Other / Unclear,
1490,MSZ,Other / Unclear,
1493,Głównym Geodecie Kraju,Other / Unclear,
1494,SCM,Other / Unclear,
1496,TVN,Other / Unclear,
1497,Akcji Katolickiej,Other / Unclear,
1499,FIA,Other / Unclear,
1501,Tubacero,Other / Unclear,
1505,Galmet,Other / Unclear,
1507,EkolLojistik,Other / Unclear,
1509,Agencji PR Publicon,Other / Unclear,
1510,UMS,Other / Unclear,
1513,Q-Flo,Other / Unclear,
1514,PISnSŚ,Other / Unclear,
1518,Pharmena North America Inc.,Other / Unclear,
1520,WNoZiGP UMK,Other / Unclear,
1521,ANIMEX,Other / Unclear,
1523,EUROCERAS,Other / Unclear,
1525,Voicelab,Other / Unclear,
1526,ESGBOR,Other / Unclear,
1527,BHP,Other / Unclear,
1529,GPK,Other / Unclear,
1530,WNZ UPP,Other / Unclear,
1532,Komitet Użytkowników,Other / Unclear,
1533,M.St. Warszawa,Other / Unclear,
1534,COLąd-DKL,Other / Unclear,
1535,Pratt&Whitney,Other / Unclear,
1536,PREF-BET,Other / Unclear,
1537,IBBiOŚ UŚ,Other / Unclear,
1539,GSW,Other / Unclear,
1541,DEZOSAN,Other / Unclear,
1542,ICZMP,Other / Unclear,
1543,Operon,Other / Unclear,
1548,Fundacją Adullam,Other / Unclear,
1549,BOLS,Other / Unclear,
1550,Zakład Hodowli Ryb Łososiowatych,Other / Unclear,
1551,PlastPol,Other / Unclear,
1552,FUF,Other / Unclear,
1553,Strem Inc. USA,Other / Unclear,
1554,ABC News,Other / Unclear,
1555,BMBF,Other / Unclear,
1556,Cytognos,Other / Unclear,
1559,DCO,Other / Unclear,
1560,Fundacją Salony,Other / Unclear,
1561,UCMW,Other / Unclear,
1562,Oddział Związku Ukraińców,Other / Unclear,
1564,Game Developers Conference,Other / Unclear,
1565,KNoB,Other / Unclear,
1566,MKDNiS,Other / Unclear,
1568,OPN,Other / Unclear,
1571,Mostostal Warszawa,Other / Unclear,
1573,Biuro Rzecznika Praw Pacjenta,Other / Unclear,
1574,IS UZ,Other / Unclear,
1576,Katalogu,Other / Unclear,
1577,Otis,Other / Unclear,
1579,Generalną Dyrekcją Ochrony Środowiska,Other / Unclear,
1580,Centrum Unijnych Projektów Transportowych,Other / Unclear,
1581,IASPES,Other / Unclear,
1582,INT,Other / Unclear,
1583,Interia.pl,Other / Unclear,
1586,Caritas Polska,Other / Unclear,
1588,Oddziale Tarnowskim,Other / Unclear,
1589,Glasspoint Krzemień,Other / Unclear,
1591,Inicjatywy Trójmorza,Other / Unclear,
1592,Hopera,Other / Unclear,
1593,Centrum Radonowe,Other / Unclear,
1596,Kancelarii Świętego Soboru Biskupów,Other / Unclear,
1597,DANFOSS,Other / Unclear,
1598,UNITWIN,Other / Unclear,
1601,Zarządem Portu Wismar,Other / Unclear,
1602,Renevo,Other / Unclear,
1604,PSE,Other / Unclear,
1609,Pollena-Ewa SA,Other / Unclear,
1610,IMID,Other / Unclear,
1611,PATRAS,Other / Unclear,
1612,TPMM,Other / Unclear,
1613,Fundacją Prodoteo,Other / Unclear,
1614,ASPI,Other / Unclear,
1617,INoB UMK,Other / Unclear,
1618,DKL,Other / Unclear,
1619,PCD,Other / Unclear,
1621,Sørøst-Norge,Other / Unclear,
1622,Mimnisterstwo Rolnictwa i Rozwoju Wsi,Other / Unclear,
1623,MTA CSFK,Other / Unclear,
1625,IPA,Other / Unclear,
1626,LKEM WIŁ-PIB,Other / Unclear,
1627,IPN,Other / Unclear,
1628,Częstochowski Biuletyn Oświatowy,Other / Unclear,
1629,CDWSS,Other / Unclear,
1630,ZUL,Other / Unclear,
1631,CIRAD,Other / Unclear,
1633,Polski Chór Kameralny,Other / Unclear,
1639,Zespołu Projektu SHRINK SMART,Other / Unclear,
1640,ZF Polpharma SA,Other / Unclear,
1641,FLEX,Other / Unclear,
1642,Instytucie,Other / Unclear,
1643,National Reference Centre,Other / Unclear,
1646,MRiPS,Other / Unclear,
1647,Przemysłowo-Handlowa KG Pfeifer & Langen,Other / Unclear,
1648,Capgemini Polska,Other / Unclear,
1649,MKiŚ,Other / Unclear,
1650,Euphora,Other / Unclear,
1652,CTT PK,Other / Unclear,
1656,CPL,Other / Unclear,
1657,INoI,Other / Unclear,
1659,Bydgoskiej Spółdzielni Mieszkaniowej,Other / Unclear,
1660,EURAMET,Other / Unclear,
1661,DGLP,Other / Unclear,
1662,MSPiR,Other / Unclear,
1663,KMiSD,Other / Unclear,
1664,RDLP Piła,Other / Unclear,
1665,Bayer Material Science,Other / Unclear,
1666,FDA,Other / Unclear,
1667,Komitetu Sterującego,Other / Unclear,
1668,Ośrodek Krakowski CM UJ,Other / Unclear,
1669,NUSTAR,Other / Unclear,
1671,SE-K”Z,Other / Unclear,
1673,Gdańskiej Stoczni „REMONTOWA,Other / Unclear,
1674,NNT,Other / Unclear,
1675,CBR NOVASOME,Other / Unclear,
1676,Apator,Other / Unclear,
1677,Ukraińskim Katolickim Uniwer.,Other / Unclear,
1678,UML,Other / Unclear,
1679,CSW,Other / Unclear,
1681,Lumina Capital,Other / Unclear,
1682,Hochschule Stralsund,Other / Unclear,
1683,CP NBP,Other / Unclear,
1684,Trans-texu,Other / Unclear,
1685,Offeliady,Other / Unclear,
1686,WSPiA,Other / Unclear,
1688,Proteus Waters,Other / Unclear,
1689,Castoramy,Other / Unclear,
1690,NPA,Other / Unclear,
1691,FRSE,Other / Unclear,
1692,Spójnia Nochowo,Other / Unclear,
1693,CDiSSZ,Other / Unclear,
1695,Banku Danych Lokalnych,Other / Unclear,
1697,GESIS,Other / Unclear,
1698,wp.pl,Other / Unclear,
1699,Filplast,Other / Unclear,
1700,Związek Banków Polskich,Other / Unclear,
1703,KRT,Other / Unclear,
1704,Jaguar Land Rover,Other / Unclear,
1708,Philhellenism Museum,Other / Unclear,
1710,Partii Razem,Other / Unclear,
1712,Makolab,Other / Unclear,
1714,Renault,Other / Unclear,
1715,Instytucie Literaturoznawstwa,Other / Unclear,
1716,Plasan,Other / Unclear,
1719,Europe Direct,Other / Unclear,
1723,WF UW,Other / Unclear,
1724,APC PRESMET,Other / Unclear,
1725,LifeTime,Other / Unclear,
1727,ESPGHAN,Other / Unclear,
1728,Medicines for Europe,Other / Unclear,
1729,Medac,Other / Unclear,
1730,Biura Programu,Other / Unclear,
1732,NASA JPL,Other / Unclear,
1733,ACTRIS,Other / Unclear,
1734,Ekoinwentyka,Other / Unclear,
1735,PolNet,Other / Unclear,
1736,PGE El. Turów,Other / Unclear,
1737,Intenson,Other / Unclear,
1739,Diecezją Janowską,Other / Unclear,
1740,CERN,Other / Unclear,
1742,KBW,Other / Unclear,
1743,CARGOTEC,Other / Unclear,
1745,IFPH,Other / Unclear,
1746,OPI PIB,Other / Unclear,
1747,Świętokrzyskim Centrum Onkologii,Other / Unclear,
1748,Sybilla Technologies,Other / Unclear,
1749,Samsunga,Other / Unclear,
1751,FNP,Other / Unclear,
1752,OHP,Other / Unclear,
1753,PJATK,Other / Unclear,
1754,AWF Warszawa,Other / Unclear,
1758,OMEGA,Other / Unclear,
1760,INoIZ,Other / Unclear,
1762,IJHARS,Other / Unclear,
1763,Ogólnopolskiej Federacji Organizacji Pozarządowych,Other / Unclear,
1764,Philips,Other / Unclear,
1766,IDEA,Other / Unclear,
1767,Kler,Other / Unclear,
1768,UJK,Other / Unclear,
1769,WNoZ,Other / Unclear,
1770,S&P Clever Reinforcement AG,Other / Unclear,
1773,BenefitSystems,Other / Unclear,
1774,Kriosystem,Other / Unclear,
1776,WNH UKSW,Other / Unclear,
1777,Zespół Projektowy,Other / Unclear,
1779,DSW,Other / Unclear,
1783,Creator,Other / Unclear,
1784,JOT,Other / Unclear,
1787,KRASP,Other / Unclear,
1789,ChRL,Other / Unclear,
1790,NCBJ OR POLATOM,Other / Unclear,
1792,Sojusznicze Dowództwo Transformacji,Other / Unclear,
1793,PSPA,Other / Unclear,
1794,OFCOM,Other / Unclear,
1797,ZRM,Other / Unclear,
1798,APPASIFERRATI,Other / Unclear,
1799,INM UO,Other / Unclear,
1800,CEIT,Other / Unclear,
1801,IPPT,Other / Unclear,
1802,Fundacją Życie,Other / Unclear,
1803,EFS,Other / Unclear,
1804,UMFC,Other / Unclear,
1805,Lavard,Other / Unclear,
1806,Altmetric,Other / Unclear,
1807,IBŚ,Other / Unclear,
1811,AUTOPART,Other / Unclear,
1812,EXPLOMET,Other / Unclear,
1814,FAB,Other / Unclear,
1815,National Oceanic and Atmospheric Administration,Other / Unclear,
1816,SP6,Other / Unclear,
1819,LOTOS,Other / Unclear,
1820,Ośrodka Poświadczania Znajomości Języka Polskiego,Other / Unclear,
1823,J.Clinical Medicine,Other / Unclear,
1824,SoftComp,Other / Unclear,
1826,IGF,Other / Unclear,
1827,WSJP,Other / Unclear,
1828,Centrum Fitness i Dietetyki Rewital,Other / Unclear,
1829,EUROJUSTU,Other / Unclear,
1830,JackeR,Other / Unclear,
1834,Zakład Ubezpieczeń Społecznych,Other / Unclear,
1835,Trans-Tex,Other / Unclear,
1837,Registan Ensemble,Other / Unclear,
1838,ZTC WAT,Other / Unclear,
1840,CanyonView High School,Other / Unclear,
1841,Nedcon,Other / Unclear,
1842,Zakład Utylizacji Odpadów Konin,Other / Unclear,
1843,Teroplan,Other / Unclear,
1846,Ośrodki Doradztwa Rolniczego,Other / Unclear,
1847,Zakłady Chemiczne Hajduki,Other / Unclear,
1848,ISA,Other / Unclear,
1849,ZMiEM Zaborek,Other / Unclear,
1850,SOSW,Other / Unclear,
1851,Eurostat,Other / Unclear,
1852,IGIK,Other / Unclear,
1853,IPPOG,Other / Unclear,
1856,CAMK,Other / Unclear,
1857,IGP,Other / Unclear,
1858,Centra Zarządzania Kryzysowego,Other / Unclear,
1860,UMP,Other / Unclear,
1862,Vibroson,Other / Unclear,
1863,DCTK,Other / Unclear,
1865,KRUK,Other / Unclear,
1866,Genomedu,Other / Unclear,
1868,LIT,Other / Unclear,
1869,Lockheed Martin Missiles and Fire Control,Other / Unclear,
1871,SAR,Other / Unclear,
1872,Rzeczniku Praw Obywatelskich,Other / Unclear,
1874,PME,Other / Unclear,
1876,NB Gruzji,Other / Unclear,
1878,Zentralbibliothek Zürich,Other / Unclear,
1881,Onet.pl,Other / Unclear,
1882,RIO,Other / Unclear,
1883,GTS,Other / Unclear,
1884,Nuance,Other / Unclear,
1885,Oracle,Other / Unclear,
1886,Tokarski Piano Studio,Other / Unclear,
1888,Central Minnesota Sexual Assault Center,Other / Unclear,
1889,IAEE,Other / Unclear,
1890,Alliance Française,Other / Unclear,
1891,FemGlobal,Other / Unclear,
1893,EUI,Other / Unclear,
1894,Europejską Agencję Środowiska,Other / Unclear,
1895,Cerkwi,Other / Unclear,
1896,HFPC,Other / Unclear,
1898,Podlaskiego Forum Terytorialnego,Other / Unclear,
1900,Usarya Polska,Other / Unclear,
1902,WSE,Other / Unclear,
1903,SFD,Other / Unclear,
1904,World Intellectual Property Organisation,Other / Unclear,
1905,Executive Board,Other / Unclear,
1906,PBS Velka Bites,Other / Unclear,
1907,Fujitsu,Other / Unclear,
1908,ŚCO,Other / Unclear,
1912,SDK,Other / Unclear,
1914,MOW,Other / Unclear,
1915,Baad Games Studio,Other / Unclear,
1916,ITMS,Other / Unclear,
1919,MCOF,Other / Unclear,
1921,WSEI,Other / Unclear,
1924,Siły Powietrzna,Other / Unclear,
1926,The Polish Museum of America,Other / Unclear,
1927,ABSL,Other / Unclear,
1930,Transvalor,Other / Unclear,
1931,Stellantis,Other / Unclear,
1932,Dyrektoriatem EH,Other / Unclear,
1933,Vratis,Other / Unclear,
1935,IDMIKS,Other / Unclear,
1936,Misereor,Other / Unclear,
1937,LuTEN,Other / Unclear,
1941,Lotos,Other / Unclear,
1943,EMEA,Other / Unclear,
1944,PIG,Other / Unclear,
1946,Belgian Women in Science,Other / Unclear,
1947,BioMerieux,Other / Unclear,
1949,Kaiping,Other / Unclear,
1950,IA UŁ,Other / Unclear,
1952,PESUZ,Other / Unclear,
1953,National Geographic Magazine,Other / Unclear,
1954,ZKM,Other / Unclear,
1955,Dowództwo Strategiczne,Other / Unclear,
1956,GEOMAR,Other / Unclear,
1957,WIL PW,Other / Unclear,
1958,Online-Skills,Other / Unclear,
1959,AeroMeteoService,Other / Unclear,
1961,Centrum,Other / Unclear,
1962,UCA,Other / Unclear,
1964,FROB,Other / Unclear,
1966,Polskim Związkiem Pszczelarskim,Other / Unclear,
1968,SRW,Other / Unclear,
1970,ŚFL,Other / Unclear,
1971,RIMS,Other / Unclear,
1972,BioTEK,Other / Unclear,
1973,TATE,Other / Unclear,
1974,KPRM,Other / Unclear,
1975,Ding B.,Other / Unclear,
1977,CMINE,Other / Unclear,
1979,Puls Biznesu,Other / Unclear,
1981,Lareco,Other / Unclear,
1982,KGHM ZANAM,Other / Unclear,
1984,TRB”R,Other / Unclear,
1986,E-RIHS.pl,Other / Unclear,
1987,WFOŚiGW,Other / Unclear,
1988,SAWP,Other / Unclear,
1989,NASK,Other / Unclear,
1990,Marynarki Wojennej,Other / Unclear,
1994,ACCREA,Other / Unclear,
1995,WIZ PP,Other / Unclear,
1998,Elmak,Other / Unclear,
2001,ART-ER,Other / Unclear,
2004,NSIDC,Other / Unclear,
2005,Mastercard,Other / Unclear,
2008,Instagram,Other / Unclear,
2009,PGNiG,Other / Unclear,
2010,APPA,Other / Unclear,
2011,Stacji Badawczej,Other / Unclear,
2012,MiCeBAL,Other / Unclear,
2013,Zespołem Nijmegen,Other / Unclear,
2014,ZPPM,Other / Unclear,
2016,EUNIS,Other / Unclear,
2018,ZUT,Other / Unclear,
2019,Thytronic,Other / Unclear,
2021,ARCE,Other / Unclear,
2022,Elektrociepłownia „Zielona Góra,Other / Unclear,
2023,GKUA,Other / Unclear,
2024,Jweekly,Other / Unclear,
2025,UAP,Other / Unclear,
2030,OSE,Other / Unclear,
2033,Selfy,Other / Unclear,
2034,NETRIX SA,Other / Unclear,
2037,ZTSC,Other / Unclear,
2039,ISPAD,Other / Unclear,
2041,Morskiej Służba Poszukiwania i Ratownictwa,Other / Unclear,
2043,Andersen Steel,Other / Unclear,
2046,CANCON,Other / Unclear,
2047,Klee-agro,Other / Unclear,
2048,CHEMAR ARMATURA,Other / Unclear,
2049,Powszechna Platforma Transformacyjna Energetyki,Other / Unclear,
2050,REGI Committee,Other / Unclear,
2051,ArcelorMittal,Other / Unclear,
2052,Gal-Ed,Other / Unclear,
2053,NPOZP,Other / Unclear,
2054,AVM,Other / Unclear,
2055,AERONET NASA,Other / Unclear,
2057,Departament Planowania Przestrzennego,Other / Unclear,
2060,DAAD,Other / Unclear,
2063,WISTA Poland,Other / Unclear,
2067,RAPID,Other / Unclear,
2068,TRANSGEA,Other / Unclear,
2071,APSu,Other / Unclear,
2072,WIR,Other / Unclear,
2073,TU München,Other / Unclear,
2075,Zespół IGF,Other / Unclear,
2076,Regional Creative Industries Alliance,Other / Unclear,
2077,WCH UŁ,Other / Unclear,
2079,ITP-PIB,Other / Unclear,
2082,Talkin Things,Other / Unclear,
2083,OAUW,Other / Unclear,
2084,Stocznia DOK Kołobrzeg,Other / Unclear,
2085,INoZiŚ,Other / Unclear,
2087,Youtube,Other / Unclear,
2088,Polskiego Klubu Ekologicznego,Other / Unclear,
2090,Klubem Szefów Kuchni,Other / Unclear,
2091,AirTritia,Other / Unclear,
2094,Biuro Osób Niepełnosprawnych,Other / Unclear,
2096,IMP PŁ,Other / Unclear,
2098,TBP,Other / Unclear,
2100,ATCM,Other / Unclear,
2101,Zespół COLąd-DKL,Other / Unclear,
2102,Naczelnego Sadu Administracyjnego,Other / Unclear,
2104,PRz,Other / Unclear,
2105,Moodle,Other / Unclear,
2108,CIECH,Other / Unclear,
2112,IAA,Other / Unclear,
2113,New York Philharmonic,Other / Unclear,
2114,Polwet-Centrowet,Other / Unclear,
2117,Polski Bank Zależnościowy,Other / Unclear,
2121,Sekcji Onomastycznej,Other / Unclear,
2123,DSK,Other / Unclear,
2124,Chidusz,Other / Unclear,
2125,NKJP,Other / Unclear,
2127,Wp.pl,Other / Unclear,
2129,Komitet Regionów,Other / Unclear,
2130,Okresného úradu Liptovský Mikuláš,Other / Unclear,
2131,Frisco,Other / Unclear,
2135,SMGP,Other / Unclear,
2136,CNJP,Other / Unclear,
2137,INT UP,Other / Unclear,
2139,RPD,Other / Unclear,
2140,WBGS,Other / Unclear,
2141,NSF,Other / Unclear,
2142,Farm Animal Welfare Committee,Other / Unclear,
2144,Dr Green,Other / Unclear,
2145,Polską Macierz Szkolną,Other / Unclear,
2148,Zakładami Automatyki KOMBUD,Other / Unclear,
2149,KW Czatkowice,Other / Unclear,
2151,Skoliort,Other / Unclear,
2153,SDR,Other / Unclear,
2156,ENEA Operator,Other / Unclear,
2157,Europejską Agencję Leków,Other / Unclear,
2158,WAPP,Other / Unclear,
2159,Lech Poznań,Other / Unclear,
2161,CMPF,Other / Unclear,
2162,Discovery Chanel,Other / Unclear,
2163,DAAA,Other / Unclear,
2164,Fundacją EFQM,Other / Unclear,
2165,Alstroma,Other / Unclear,
2166,Regulatory Affairs Professional Society,Other / Unclear,
2167,ATLIBRON,Other / Unclear,
2168,KPDCE,Other / Unclear,
2169,Center,Other / Unclear,
2170,Microsoft,Other / Unclear,
2172,INIG-PIB,Other / Unclear,
2174,DiaSorin,Other / Unclear,
2175,Bank,Other / Unclear,
2176,Departament,Other / Unclear,
2177,ZOETIS,Other / Unclear,
2179,Inst. Gruźlicy,Other / Unclear,
2180,CA WAT,Other / Unclear,
2182,Tamax,Other / Unclear,
2183,UM Krakowa,Other / Unclear,
2186,Departament Systemu Płatniczego NBP,Other / Unclear,
2187,SOPO,Other / Unclear,
