ICS_ID,ORG_Entity,Lemma_Entity,Suspicious,Lemma_Cleaned,Matched_Category
371640f6-3a9e-42d9-840b-f45910fbf6bd,NCEP,ncep,False,ncep,Government / Public Administration
371640f6-3a9e-42d9-840b-f45910fbf6bd,NECP,necp,False,necp,Government / Public Administration
371640f6-3a9e-42d9-840b-f45910fbf6bd,ONZ,onz,False,onz,International Organization / EU
371640f6-3a9e-42d9-840b-f45910fbf6bd,Health Service Executive,health service executive,False,health service executive,Health / Hospitals / Medical
371640f6-3a9e-42d9-840b-f45910fbf6bd,HIQA,hiq,False,hiq,Government / Public Administration
371640f6-3a9e-42d9-840b-f45910fbf6bd,UNU-EGOV,unu - egov,False,unu - egov,International Organization / EU
371640f6-3a9e-42d9-840b-f45910fbf6bd,Unii Europejskiej,unia europejski,False,unia europejski,International Organization / EU
371640f6-3a9e-42d9-840b-f45910fbf6bd,HSE,hek,False,hek,Government / Public Administration
371afb38-cbc8-44ae-9d58-dde93d08a5a6,NCBiR,ncbir,False,ncbir,Government / Public Administration
371afb38-cbc8-44ae-9d58-dde93d08a5a6,Mikromed,mikromed,False,mikromed,Company / Business
371afb38-cbc8-44ae-9d58-dde93d08a5a6,Nano Prime,nano prime,False,nano prime,Company / Business
371afb38-cbc8-44ae-9d58-dde93d08a5a6,IWET,iwet,False,iwet,Other / Unclear
371c66da-1fd8-4ec1-8b04-2cf126885593,Wspólnocie Europejskiej,wspólnocie europejski,False,wspólnocie europejski,International Organization / EU
371eec7b-17d4-4ae7-b345-c709b5751b3c,Amazon.com,amazon.com,False,amazon.com,Company / Business
371eec7b-17d4-4ae7-b345-c709b5751b3c,British Library,british library,False,british library,Cultural Institution / Arts
3726b5b0-5f98-4346-b939-70db5cfc8263,Krakowskiej Szkoły Etyki,krakowski szkoła etyka,False,krakowski szkoła etyka,Education (non-university)
372e8e92-8424-48ef-a156-ff017e6252f4,IPN,ipna,False,ipna,Government / Public Administration
372e8e92-8424-48ef-a156-ff017e6252f4,Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu,komisja ściganie zbrodnia przeciwko naród polsko,False,komisja ściganie zbrodnia przeciwko naród polsko,Government / Public Administration
372e8e92-8424-48ef-a156-ff017e6252f4,Rada Unii Europejskiej,rada unia europejski,False,rada unia europejski,Government / Public Administration
372f49d9-f24f-4f52-9c55-e263711966e3,PBL,poledtwa,False,poledtwa,Other / Unclear
3736099f-b155-4e2a-8601-fbf8c2663433,Wp.pl,wp.pl,True,wp.pl,Media / Publishing
3736099f-b155-4e2a-8601-fbf8c2663433,Gazeta.pl,gazeta.pl,True,gazeta.pl,Media / Publishing
3736099f-b155-4e2a-8601-fbf8c2663433,IMM,immó,False,immó,Other / Unclear
3736099f-b155-4e2a-8601-fbf8c2663433,Lewica,lewica,False,lewica,Other / Unclear
3736099f-b155-4e2a-8601-fbf8c2663433,Onet.pl,onet.pl,True,onet.pl,Media / Publishing
3736099f-b155-4e2a-8601-fbf8c2663433,Interia.pl,interia.pl,False,interia.pl,Company / Business
3736099f-b155-4e2a-8601-fbf8c2663433,TOK FM,tok fektometr_pici,True,tok FM,Media / Publishing
3779baff-81e4-4797-8173-65c8ee0e742a,CNBM,cenk,False,cenk,Company / Business
3795b1c3-a8d3-4a44-8f08-a8022944d1ea,WSM,wimahałt,False,wimahałt,Other / Unclear
3795b1c3-a8d3-4a44-8f08-a8022944d1ea,Fundacji Pole Dialogu,fundacja pole dialog,False,fundacja pole dialog,NGO / Association / Foundation
379bc84c-cced-436c-abf0-333d04f87575,RPO,rpo,False,rpo,Government / Public Administration
37ecbb72-0420-4f81-bb49-dd0be42b75b0,ECS,e_tak_da,True,e_tak_da,Other / Unclear
37ecbb72-0420-4f81-bb49-dd0be42b75b0,ASP,aspycpyptad,False,aspycpyptad,Other / Unclear
37ecbb72-0420-4f81-bb49-dd0be42b75b0,Gdańskiej Organizacji Turystycznej,gdański organizacja turystyczna,False,gdański organizacja turystyczna,Government / Public Administration
37ecbb72-0420-4f81-bb49-dd0be42b75b0,In Your Pocket City Guides,inny your pocket cit guides,False,inny your pocket cit guides,Media / Publishing
37f55ede-51da-405a-a4f3-34ea7badd1a6,Purella Innovation,purella innovation,False,purella innovation,Company / Business
37f55ede-51da-405a-a4f3-34ea7badd1a6,Biedronka,biedronka,False,biedronka,Company / Business
37f55ede-51da-405a-a4f3-34ea7badd1a6,Głównym Inspektoracie Sanitarnym,główny inspektorat sanitarnym,False,główny inspektorat sanitarnym,Government / Public Administration
37f55ede-51da-405a-a4f3-34ea7badd1a6,Carrefour,carrefour,False,carrefour,Company / Business
37f55ede-51da-405a-a4f3-34ea7badd1a6,Purella,purella,False,purella,Company / Business
37f55ede-51da-405a-a4f3-34ea7badd1a6,UMB,umba,False,umba,Other / Unclear
37f55ede-51da-405a-a4f3-34ea7badd1a6,Rosmmann,rosmmann,False,rosmmann,Company / Business
37f55ede-51da-405a-a4f3-34ea7badd1a6,Auchan,auchan,False,auchan,Company / Business
37f55ede-51da-405a-a4f3-34ea7badd1a6,Frisco,frisco,False,frisco,Company / Business
37f55ede-51da-405a-a4f3-34ea7badd1a6,Zakładu Bromatologii UMB,zakład bromatologia umba,False,zakład bromatologia umba,Health / Hospitals / Medical
37f55ede-51da-405a-a4f3-34ea7badd1a6,Kaufland,kaufland,False,kaufland,Company / Business
37f55ede-51da-405a-a4f3-34ea7badd1a6,Lidl,lidl,False,lidl,Company / Business
37f55ede-51da-405a-a4f3-34ea7badd1a6,Tesco,tesco,False,tesco,Company / Business
37f55ede-51da-405a-a4f3-34ea7badd1a6,Żabka,żabka,False,żabka,Company / Business
380312ad-dd3c-4bfe-8a78-40c033a9d011,Erg-Pet,erg-pet,True,erg-pet,Company / Business
380312ad-dd3c-4bfe-8a78-40c033a9d011,Waste Klastra,waste klastra,False,waste klastra,Company / Business
381499ec-2752-41e0-b4da-30e56648718a,ESS,estyp_piwa,True,estyp_piwa,International Organization / EU
382b7415-17d0-4676-923c-7d3b921d4b08,NFZ,na_tymcpabep,True,na_tymcpabep,Government / Public Administration
382b7415-17d0-4676-923c-7d3b921d4b08,Centrum Telemonitoringu,centrum telemonitoring,False,centrum telemonitoring,Company / Business
384d2176-1f41-422a-856b-e24605babf07,NBP,na_tem_tybemi,True,na_tem_tybemi,Government / Public Administration
384d2176-1f41-422a-856b-e24605babf07,Polskiej Agencji Prasowej,polski agencja prasowy,False,polski agencja prasowy,Media / Publishing
3858d7d0-207d-4099-96f3-7316f0dab1a5,Tecra sp. z o.o.,tecro sa . z ograniczona_odpowiedzialność .,True,tecro s.a. z o.o.,Company / Business
385a7b46-56ce-4d28-ac95-3b02a42739c0,Polska Izba Ubezpieczeniowa,polski izba ubezpieczeniowy,False,polski izba ubezpieczeniowy,Government / Public Administration
385a7b46-56ce-4d28-ac95-3b02a42739c0,PIU,pię,False,pię,Government / Public Administration
38611ff6-a144-45a0-a63a-ee088ce454ae,Techsterowniki,techsterownik,False,techsterownik,Company / Business
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,Ministerstwa Rolnictwa,ministerstwo rolnictwo,False,ministerstwo rolnictwo,Government / Public Administration
386d8a1a-5f78-489f-b0c9-f2642dfe68c4,Ministerstwa Kultury Estonii,ministerstwo kultura estonia,False,ministerstwo kultura estonia,Government / Public Administration
387c8cd6-c387-4120-ad57-473e73a14fe2,European Union Agency for Law Enforcement Training,european union agency forówna law enforcement training,False,european union agency forówna law enforcement training,International Organization / EU
387c8cd6-c387-4120-ad57-473e73a14fe2,Biuro Rzecznika Praw Dziecka,biuro rzecznik prawo dziecko,False,biuro rzecznik prawo dziecko,Government / Public Administration
387c8cd6-c387-4120-ad57-473e73a14fe2,Sejmowi RP,sejm roktóry,False,sejm rp,Government / Public Administration
387c8cd6-c387-4120-ad57-473e73a14fe2,CEPOL,cepol,False,cepol,International Organization / EU
387c8cd6-c387-4120-ad57-473e73a14fe2,Rzecznika Praw Dziecka,rzecznik prawo dziecko,False,rzecznik prawo dziecko,Government / Public Administration
387c8cd6-c387-4120-ad57-473e73a14fe2,WSPol,wspol,False,wspol,Government / Public Administration
387c8cd6-c387-4120-ad57-473e73a14fe2,RPD,rok,False,rok,Government / Public Administration
38b8e156-be32-4a13-8494-f8f044a560b6,UWr,uwr,False,uwr,Other / Unclear
38b8e156-be32-4a13-8494-f8f044a560b6,Google,google,False,google,Company / Business
38c3cf65-3e99-4c32-b62c-a0fb1752a826,UNESCO,unesco,False,unesco,International Organization / EU
38c3cf65-3e99-4c32-b62c-a0fb1752a826,NCPP,no_przna,True,no_przna,Education (non-university)
38cd8072-0e90-4c09-82de-d3b08c87e130,Twitter,twitter,False,twitter,Company / Business
38cd8072-0e90-4c09-82de-d3b08c87e130,ONKOMA,onkoma,False,onkoma,Health / Hospitals / Medical
38cd8072-0e90-4c09-82de-d3b08c87e130,Fundację Gwiazda Nadziei,fundacja gwiazda nadzieja,False,fundacja gwiazda nadzieja,NGO / Association / Foundation
38cd8072-0e90-4c09-82de-d3b08c87e130,SANEPID,sanepid,False,sanepid,Government / Public Administration
38cd8072-0e90-4c09-82de-d3b08c87e130,Polskim Towarzystwem Chirurgii Onkologicznej,polski towarzystwo chirurgia onkologiczny,False,polski towarzystwo chirurgia onkologiczny,NGO / Association / Foundation
38cd8072-0e90-4c09-82de-d3b08c87e130,Instagram,instagram,False,instagram,Company / Business
38cd8072-0e90-4c09-82de-d3b08c87e130,Facebook,facebook,False,facebook,Company / Business
38d9fb01-e99e-4295-8f23-d6472bd5cfe2,Naczelny Sąd Administracyjny,naczelny sąd administracyjny,False,naczelny sąd administracyjny,Government / Public Administration
38dbfefc-5ee5-452a-85cc-c245e27a47b9,OTF,ot,False,ot,Other / Unclear
38dbfefc-5ee5-452a-85cc-c245e27a47b9,Ośrodka Terapii Fagowej,ośrodek terapia fagowej,False,ośrodek terapia fagowej,Health / Hospitals / Medical
38dfb638-9e29-4e68-ac46-f6e44d1cb6b9,Grupy Cygan,grupa cygan,False,grupa cygan,Company / Business
38dfb638-9e29-4e68-ac46-f6e44d1cb6b9,SGH,szło,False,szło,Other / Unclear
38dfb638-9e29-4e68-ac46-f6e44d1cb6b9,Toyota,toyota,False,toyota,Company / Business
3943babd-f1a5-40c7-bd03-a2c23b046bf6,Galeria ZPAP,galeria zpap,False,galeria zpap,Cultural Institution / Arts
3943babd-f1a5-40c7-bd03-a2c23b046bf6,ISW,inity,False,inity,Company / Business
3943babd-f1a5-40c7-bd03-a2c23b046bf6,Fundacją Salony,fundacją salon,False,fundacją salon,NGO / Association / Foundation
3943babd-f1a5-40c7-bd03-a2c23b046bf6,Galeria Biblioteki Uniwersyteckiej,galeria biblioteka uniwersytecka,False,galeria biblioteka uniwersytecka,Cultural Institution / Arts
3943babd-f1a5-40c7-bd03-a2c23b046bf6,Galeria Rektorat,galeria rektorat,False,galeria rektorat,Cultural Institution / Arts
3943babd-f1a5-40c7-bd03-a2c23b046bf6,Instytucie Sztuk Wizualnych,instytut sztuka wizualny,False,instytut sztuka wizualny,Cultural Institution / Arts
3943babd-f1a5-40c7-bd03-a2c23b046bf6,BWA,bwa,False,bwa,Cultural Institution / Arts
3943babd-f1a5-40c7-bd03-a2c23b046bf6,Fundacja Salony,fundacja salon,False,fundacja salon,NGO / Association / Foundation
3943babd-f1a5-40c7-bd03-a2c23b046bf6,Muzeum Ziemi Lubuskiej,muzeum ziemia lubuski,False,muzeum ziemia lubuski,Cultural Institution / Arts
394ae5f8-95f2-4206-9e14-c616d1be334b,ArcellorMittal,arcellormittal,False,arcellormittal,Company / Business
3955d193-6384-4d7c-a41e-1cea13ff3a27,Ministerstwa Gospodarki Morskiej,ministerstwo gospodarka morsko,False,ministerstwo gospodarka morsko,Government / Public Administration
3955d193-6384-4d7c-a41e-1cea13ff3a27,Morskiej Służba Poszukiwania i Ratownictwa,morsko służba poszukiwać i ratownictwo,False,morsko służba poszukiwać i ratownictwo,Military / Defense / Security
3955d193-6384-4d7c-a41e-1cea13ff3a27,Głównego Inspektoratu Ochrony Środowiska,główny inspektorat ochrona środowisko,False,główny inspektorat ochrona środowisko,Government / Public Administration
3955d193-6384-4d7c-a41e-1cea13ff3a27,Fundacji MARE,fundacja mare,False,fundacja mare,NGO / Association / Foundation
3955d193-6384-4d7c-a41e-1cea13ff3a27,Ministerstwa Środowiska,ministerstwo środowisko,False,ministerstwo środowisko,Government / Public Administration
3955d193-6384-4d7c-a41e-1cea13ff3a27,HELCOM,helc,False,helc,International Organization / EU
3955d193-6384-4d7c-a41e-1cea13ff3a27,NIK,nik,False,nik,Government / Public Administration
3962fd08-fafc-438c-9a92-66ff72a3ab0b,Kościoła,kościół,False,kościół,Religious Organization
397b9ff1-c07f-4255-b7cf-0dfb3361d03f,Veolia Energia,veolia energia,False,veolia energia,Company / Business
397b9ff1-c07f-4255-b7cf-0dfb3361d03f,Geotermia Poddębice,geotermia poddębice,False,geotermia poddębice,Company / Business
398d0f6d-e720-4f1a-8f48-c046d06f5307,SARP,sarpa,False,sarpa,Government / Public Administration
398d0f6d-e720-4f1a-8f48-c046d06f5307,NCN,nonownaika,False,nonownaika,Government / Public Administration
399d89e6-7ded-44f7-9018-9fa054e0580f,H. G. Wells Society,h . gram . wells society,False,h . gram . wells society,Cultural Institution / Arts
39c3aece-976f-4c5f-bf3c-33a3db38b47b,Onkologicznych Poradni Genetycznych,onkologiczny poradnia genetyczny,False,onkologiczny poradnia genetyczny,Health / Hospitals / Medical
3a029dfb-051c-4c9c-94c2-30f4686ff533,Ministerstwo Zdrowia,ministerstwo zdrowie,False,ministerstwo zdrowie,Government / Public Administration
3a029dfb-051c-4c9c-94c2-30f4686ff533,Państwowej Inspekcji Sanitarnej,państwowy inspekcja sanitarny,False,państwowy inspekcja sanitarny,Government / Public Administration
3a029dfb-051c-4c9c-94c2-30f4686ff533,European Respiratory Society,european respiratory society,False,european respiratory society,International Organization / EU
3a029dfb-051c-4c9c-94c2-30f4686ff533,Senatu RP,senat roktóry,False,senat rp,Government / Public Administration
3a029dfb-051c-4c9c-94c2-30f4686ff533,Główny Inspektorat Sanitarny,główny inspektorat sanitarny,False,główny inspektorat sanitarny,Government / Public Administration
3a029dfb-051c-4c9c-94c2-30f4686ff533,Głównego inspektoratu Sanitarnego,główny inspektorat sanitarnego,False,główny inspektorat sanitarnego,Government / Public Administration
3a029dfb-051c-4c9c-94c2-30f4686ff533,Polskiego Towarzystwa Chorób Płuc,polski towarzystwo choroba płuco,False,polski towarzystwo choroba płuco,NGO / Association / Foundation
3a029dfb-051c-4c9c-94c2-30f4686ff533,Sejmowej Komisji Zdrowia,sejmowy komisja zdrowie,False,sejmowy komisja zdrowie,Government / Public Administration
3a029dfb-051c-4c9c-94c2-30f4686ff533,Wojewódzkie Stacje Sanitarno-Epidemiologiczne,wojewódzki stacja sanitarny - epidemiologiczny,False,wojewódzki stacja sanitarny - epidemiologiczny,Government / Public Administration
3a2ca19c-bc21-453b-bace-cac3629c9848,Ogrodu Botanicznego,ogród botaniczny,False,ogród botaniczny,Other / Unclear
3a323c6a-9c97-4c94-9bbd-81d32b1357f3,Ministerstwa Obrony Narodowej,ministerstwo obrona narodowy,False,ministerstwo obrona narodowy,Government / Public Administration
3a323c6a-9c97-4c94-9bbd-81d32b1357f3,UTH Radom,uthównam radom,False,uthównam radom,Cultural Institution / Arts
3a323c6a-9c97-4c94-9bbd-81d32b1357f3,ZUS,zus,False,zus,Government / Public Administration
3a39a742-31c3-4cbb-9488-c1c80b88b4d2,Agencja Rozwoju Business Joensuu,agencja rozwój business joensuu,False,agencja rozwój business joensuu,Government / Public Administration
3a65b008-cdc9-4fc7-b328-9be68923e40a,IETU,iet,False,iet,Other / Unclear
3a65b008-cdc9-4fc7-b328-9be68923e40a,Radę Ministrów,rada minister,False,rada minister,Government / Public Administration
3a65b008-cdc9-4fc7-b328-9be68923e40a,Komisji Europejskiej,komisja europejski,False,komisja europejski,Government / Public Administration
3a65b008-cdc9-4fc7-b328-9be68923e40a,Komisja Europejska,komisja europejski,False,komisja europejski,Government / Public Administration
3a65b008-cdc9-4fc7-b328-9be68923e40a,Unii Europejskiej,unia europejski,False,unia europejski,International Organization / EU
3a690848-0b3e-4b6c-afe1-692cc48ee44a,TVP,to_sysapipiporoby,True,TVP,Media / Publishing
3a6a0f45-cbd2-47d3-a6f8-2f597f0aa278,Irish Abroad Unit,irish abroad unit,False,irish abroad unit,International Organization / EU
3a6a0f45-cbd2-47d3-a6f8-2f597f0aa278,MSZ RP,mięty roktóry,False,mięty rp,Government / Public Administration
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,SWIBŻ,swibż,False,swibż,Other / Unclear
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,Morską Grupę Mobilną Izby Celnej,morska grupa mobilna izba celny,False,morska grupa mobilna izba celny,Government / Public Administration
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,Służbą Ostrzeżeń Nawigacyjnych BHMW,służba ostrzeżenie nawigacyjny bomwa,False,służba ostrzeżenie nawigacyjny bomwa,Military / Defense / Security
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,BHMW,bomwa,False,bomwa,Military / Defense / Security
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,EMSA,emies,False,emies,International Organization / EU
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,Centrum Operacji Morskich MW RP,centrum operacja morski mwad roktóry,False,centrum operacja morski mwad rp,Government / Public Administration
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,MGMIC,mgmic,False,mgmic,Other / Unclear
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,MW RP,mwad roktóry,False,mwad rp,Government / Public Administration
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,WCZK,wczk,False,wczk,Government / Public Administration
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,Unii Europejskiej,unia europejski,False,unia europejski,International Organization / EU
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,MSPiR,mspir,False,mspir,Military / Defense / Security
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,MOSG,mosg,False,mosg,Military / Defense / Security
3a9d0f51-1d56-4d64-ab86-7bd84230eb9c,FAW,faw,False,faw,Company / Business
3afdc817-273b-40b7-8292-f2751d64f6b3,Fundacja Rozwoju Systemu Edukacji,fundacja rozwój system edukacja,False,fundacja rozwój system edukacja,NGO / Association / Foundation
3afdc817-273b-40b7-8292-f2751d64f6b3,FRSE,frse,False,frse,Government / Public Administration
3afdc817-273b-40b7-8292-f2751d64f6b3,SCIEX,sciex,False,sciex,Company / Business
3b1fe4c5-92e7-4a34-9522-89c60826ccf3,UJD,ujdyp,False,ujdyp,Other / Unclear
3b1fe4c5-92e7-4a34-9522-89c60826ccf3,NANTES,nantes,False,nantes,Company / Business
3b3cbf41-7b91-464a-b4e9-ef72e06d5df4,Unia Europejska,unia europejski,False,unia europejski,International Organization / EU
3b3cbf41-7b91-464a-b4e9-ef72e06d5df4,Komisji Europejskiej,komisja europejski,False,komisja europejski,Government / Public Administration
3b3cbf41-7b91-464a-b4e9-ef72e06d5df4,Ministerstwo Rolnictwa i Rozwoju Wsi,ministerstwo rolnictwo i rozwój wieś,False,ministerstwo rolnictwo i rozwój wieś,Government / Public Administration
3b3cbf41-7b91-464a-b4e9-ef72e06d5df4,Unii Europejskiej,unia europejski,False,unia europejski,International Organization / EU
3b6f82c8-9a02-411b-9ec9-1b54e97fefb9,MPO Sp. z o.o.,mpo sa . z ograniczona_odpowiedzialność .,True,mpo s.a. z o.o.,Company / Business
3b6f82c8-9a02-411b-9ec9-1b54e97fefb9,Radę,rada,False,rada,Government / Public Administration
3b6f82c8-9a02-411b-9ec9-1b54e97fefb9,Krajowa izba Gospodarki Odpadami,krajowy izba gospodarka odpad,False,krajowy izba gospodarka odpad,Government / Public Administration
3be3b1e0-073f-490a-9ccb-794f2fb7e662,Uniwersytecie Szczecińskim,uniwersytet szczeciński,False,uniwersytet szczeciński,Other / Unclear
3be3b1e0-073f-490a-9ccb-794f2fb7e662,Szczecin International School,szczecin international school,False,szczecin international school,International Organization / EU
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,CBK,cbk,False,cbk,Other / Unclear
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,SME,sme,False,sme,Other / Unclear
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,Airbus,airbus,False,airbus,Company / Business
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,Europejskiej Agencji Kosmicznej,europejski agencja kosmiczny,False,europejski agencja kosmiczny,International Organization / EU
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,WAT,wat,False,wat,Military / Defense / Security
3c3c0be9-eb44-4cf5-8486-25cb7af95d66,ESA,esa,False,esa,International Organization / EU
3c495f4a-05e9-4bc2-8f88-a67d0eda48b1,CNT UKSW,cto uks,False,cto uks,Other / Unclear
3c495f4a-05e9-4bc2-8f88-a67d0eda48b1,UKSW,uks,False,uks,Other / Unclear
3c495f4a-05e9-4bc2-8f88-a67d0eda48b1,ProME,prome,False,prome,Other / Unclear
3c72289b-772d-4a91-8d21-c1b7feb01ad7,Wojewódzkie Urzędy Pracy,wojewódzki urząd praca,False,wojewódzki urząd praca,Government / Public Administration
3c72289b-772d-4a91-8d21-c1b7feb01ad7,Ochotnicze Hufce Pracy,ochotnicze hufce praca,False,ochotnicze hufce praca,Government / Public Administration
3c79e25b-f72a-49d1-8c29-e3314fea1b3f,Uniwersytecie Pwani,uniwersytet pwań,False,uniwersytet pwań,Other / Unclear
3c79e25b-f72a-49d1-8c29-e3314fea1b3f,Departament Szkolnictwa Artystycznego i Edukacji Kulturalnej,departament szkolnictwo artystyczny i edukacja kulturalny,False,departament szkolnictwo artystyczny i edukacja kulturalny,Cultural Institution / Arts
3c951f5c-4319-4ae7-87ae-8ec5d70c2b1c,Ministerstwa Klimatu i Środowiska,ministerstwo klimat i środowisko,False,ministerstwo klimat i środowisko,Government / Public Administration
3c951f5c-4319-4ae7-87ae-8ec5d70c2b1c,TVP3,tvp3,False,tvp3,Media / Publishing
3c951f5c-4319-4ae7-87ae-8ec5d70c2b1c,WFiIS,wfiis,False,wfiis,Other / Unclear
3c951f5c-4319-4ae7-87ae-8ec5d70c2b1c,PGNiG,pgnig,False,pgnig,Company / Business
3cc6e533-44fb-4c06-939d-abcc1e12fd87,Galen-Ortopedia Sp. z o.o.,galen - ortopedia sa . z ograniczona_odpowiedzialność .,True,galen - ortopedia s.a. z o.o.,Company / Business
3cc6e533-44fb-4c06-939d-abcc1e12fd87,EHTiC,ehtic,False,ehtic,Other / Unclear
3cc6e533-44fb-4c06-939d-abcc1e12fd87,KETTLER,kettler,False,kettler,Company / Business
3cc6e533-44fb-4c06-939d-abcc1e12fd87,AWF Katowice,awf katowice,False,awf katowice,Other / Unclear
3cc6e533-44fb-4c06-939d-abcc1e12fd87,Philips,philips,False,philips,Company / Business
3cc6e533-44fb-4c06-939d-abcc1e12fd87,AWF,awf,False,awf,Other / Unclear
3cc6e533-44fb-4c06-939d-abcc1e12fd87,OlimpLab,olimplab,False,olimplab,Company / Business
3ce1cd75-f118-4f6d-8fd5-6840073b56c4,Warszawskiej Szkoły Historii Idei,warszawski szkoła historia idea,False,warszawski szkoła historia idea,Education (non-university)
3ce1cd75-f118-4f6d-8fd5-6840073b56c4,IWM,iwm,False,iwm,Other / Unclear
3cfe7040-2f68-480f-abc7-88789f0a58ed,Impresa Sociale,impres sociale,False,impres sociale,NGO / Association / Foundation
3cfe7040-2f68-480f-abc7-88789f0a58ed,Giresun Lisesi,giresun lises,False,giresun lises,Education (non-university)
3cfe7040-2f68-480f-abc7-88789f0a58ed,INoB,inob,False,inob,Other / Unclear
3cfe7040-2f68-480f-abc7-88789f0a58ed,ARSAP,arsap,False,arsap,Company / Business
3cfe7040-2f68-480f-abc7-88789f0a58ed,Stowarzyszenie Współpracy Polsko-Afgańskiej HAMKARI,stowarzyszenie współpraca polski - afgański hamkari,False,stowarzyszenie współpraca polski - afgański hamkari,NGO / Association / Foundation
3cfe7040-2f68-480f-abc7-88789f0a58ed,Advisa Unternehmensberatung,advis unternehmensberatung,False,advis unternehmensberatung,Company / Business
3cfe7040-2f68-480f-abc7-88789f0a58ed,HAMKARI,hamkari,False,hamkari,NGO / Association / Foundation
3d15214e-db4f-4ca2-a5ce-95654b13f2c4,Ambasada Izraela,ambasada izrael,False,ambasada izrael,Government / Public Administration
3d15214e-db4f-4ca2-a5ce-95654b13f2c4,Centrum Dialogu im. Marka Edelmana,centrum dialog on . marka edelman,False,centrum dialog on . marka edelman,Cultural Institution / Arts
3d15214e-db4f-4ca2-a5ce-95654b13f2c4,Memorial de la Shoah,memorial de la shoah,False,memorial de la shoah,Cultural Institution / Arts
3d15214e-db4f-4ca2-a5ce-95654b13f2c4,Teatr NN,teatr nn,False,teatr nn,Cultural Institution / Arts
3d15214e-db4f-4ca2-a5ce-95654b13f2c4,Muzeum Miasta Łodzi,muzeum miasto łódź,False,muzeum miasto łódź,Government / Public Administration
3d15214e-db4f-4ca2-a5ce-95654b13f2c4,Muzeum Historii Żydów Polskich Polin,muzeum historia żyd polski polin,False,muzeum historia żyd polski polin,Cultural Institution / Arts
3d15214e-db4f-4ca2-a5ce-95654b13f2c4,Muzeum Tradycji Niepodległościowych,muzeum tradycja niepodległościowy,False,muzeum tradycja niepodległościowy,Cultural Institution / Arts
3d490fe7-1e9a-4200-8f48-3d59edcaa0bf,TPN,to_znaczy,True,to_znaczy,Government / Public Administration
3d60327f-5b39-4f28-a26f-746c179760db,TOURK,tourk,False,tourk,Other / Unclear
3d8328ef-91cd-4ab2-97ab-67de3dd56773,B+R,bietącpna,False,bietącpna,Other / Unclear
3d8328ef-91cd-4ab2-97ab-67de3dd56773,KFiT,kfit,False,kfit,Other / Unclear
3d8328ef-91cd-4ab2-97ab-67de3dd56773,KOWR,kowro,False,kowro,Government / Public Administration
3d9aec84-4309-404f-824e-118abe635e57,HANBUD,hanbud,False,hanbud,Company / Business
3da55da9-dd74-483e-88e6-9f79fc215e05,Europejskiej Agencji Leków,europejski agencja lek,False,europejski agencja lek,International Organization / EU
3da55da9-dd74-483e-88e6-9f79fc215e05,Medac,medac,False,medac,Company / Business
3da55da9-dd74-483e-88e6-9f79fc215e05,Polskiej Koalicji Pacjentów Onkologicznych,polski koalicja pacjent onkologiczny,False,polski koalicja pacjent onkologiczny,NGO / Association / Foundation
3da55da9-dd74-483e-88e6-9f79fc215e05,UMP,umpychdapep,False,umpychdapep,Other / Unclear
3dccd9ea-4839-4ea1-a7db-88d649f0677b,CSW ELEKTROWNIA,ci_ elektrownia,True,ci_ elektrownia,Cultural Institution / Arts
3e0a742f-fdfd-4a33-9f6f-d2c548169b6f,MELA,mela,False,mela,Other / Unclear
3e0a742f-fdfd-4a33-9f6f-d2c548169b6f,ONZ,onz,False,onz,International Organization / EU
3e0a742f-fdfd-4a33-9f6f-d2c548169b6f,OBWE,obwa,False,obwa,International Organization / EU
3e33cfba-5d54-4c8b-b4d3-c08c77335d48,Zakład Poetyki Intersemiotycznej i Komparatystyki Mediów,zakład poetyki intersemiotyczna i komparatystyka media,False,zakład poetyki intersemiotyczna i komparatystyka media,Media / Publishing
3e33cfba-5d54-4c8b-b4d3-c08c77335d48,Agencją Rozwoju Przemysłu,agencją rozwój przemysł,False,agencją rozwój przemysł,Government / Public Administration
3ec81abf-c4cd-42b9-8c26-9a14174d3ee2,Rozenblat,rozenblat,False,rozenblat,Other / Unclear
3ec81abf-c4cd-42b9-8c26-9a14174d3ee2,Promost Consulting,promost consulting,False,promost consulting,Company / Business
